cpu_pct,disk_data_used_pct,disk_root_used_pct,gpu0_mem_total_gib,gpu0_mem_used_gib,gpu0_power_limit_w,gpu0_power_w,gpu0_temp_c,gpu0_util_gpu_pct,gpu0_util_mem_pct,gpu1_mem_total_gib,gpu1_mem_used_gib,gpu1_power_limit_w,gpu1_power_w,gpu1_temp_c,gpu1_util_gpu_pct,gpu1_util_mem_pct,gpu2_mem_total_gib,gpu2_mem_used_gib,gpu2_power_limit_w,gpu2_power_w,gpu2_temp_c,gpu2_util_gpu_pct,gpu2_util_mem_pct,gpu3_mem_total_gib,gpu3_mem_used_gib,gpu3_power_limit_w,gpu3_power_w,gpu3_temp_c,gpu3_util_gpu_pct,gpu3_util_mem_pct,iso,load1,ram_available_gib,ram_total_gib,ram_used_gib,train_pid_alive,ts
8.4,3.07,1.27,95.577,46.28,500.0,328.4,46,98,14,95.577,51.503,500.0,334.3,45,99,13,95.577,51.581,500.0,329.1,45,99,11,95.577,51.601,500.0,324.8,47,99,13,2026-09-11T10:47:39,11.845703125,1043.13,1239.42,196.29,,1789094859.0289633
8.4,3.07,1.27,95.577,51.71,500.0,331.7,46,100,11,95.577,55.995,500.0,328.3,45,99,19,95.577,55.898,500.0,334.1,45,99,20,95.577,55.917,500.0,340.8,47,100,12,2026-09-11T10:47:49,11.48779296875,1043.12,1239.42,196.29,,1789094869.029036
8.3,3.07,1.27,95.577,66.087,500.0,322.5,46,98,20,95.577,66.446,500.0,327.1,45,100,11,95.577,71.64,500.0,324.1,45,99,11,95.577,66.544,500.0,322.2,48,99,17,2026-09-11T10:47:59,11.10498046875,1043.1,1239.42,196.32,,1789094879.0291088
8.4,3.07,1.27,95.577,66.087,500.0,324.0,46,99,19,95.577,71.681,500.0,325.4,45,100,9,95.577,71.642,500.0,318.9,45,99,17,95.577,71.681,500.0,327.8,47,100,21,2026-09-11T10:48:09,11.021484375,1043.08,1239.42,196.33,,1789094889.0291824
8.6,3.07,1.27,95.577,43.521,500.0,155.6,39,0,0,95.577,44.027,500.0,153.9,38,0,0,95.577,44.027,500.0,150.2,38,0,0,95.577,44.027,500.0,156.9,40,0,0,2026-09-11T10:48:19,10.87109375,1043.24,1239.42,196.18,,1789094899.029257
11.7,3.07,1.27,95.577,86.872,500.0,415.8,47,100,45,95.577,92.017,500.0,417.6,46,100,45,95.577,92.046,500.0,420.7,46,100,54,95.577,92.046,500.0,423.9,48,100,55,2026-09-11T10:48:29,11.279296875,1043.19,1239.42,196.22,,1789094909.0293283
11.4,3.07,1.27,95.577,86.872,500.0,399.4,46,100,53,95.577,92.017,500.0,400.1,45,100,53,95.577,92.046,500.0,395.2,45,100,54,95.577,92.046,500.0,399.5,47,100,53,2026-09-11T10:48:39,11.75927734375,1043.19,1239.42,196.22,,1789094919.0293982
9.1,3.07,1.27,95.577,86.874,500.0,401.9,46,100,60,95.577,92.019,500.0,402.5,45,100,59,95.577,92.048,500.0,120.6,38,0,0,95.577,92.048,500.0,123.9,41,0,0,2026-09-11T10:48:49,11.5498046875,1043.19,1239.42,196.23,,1789094929.0294678
7.1,3.07,1.27,95.577,37.394,500.0,331.4,46,97,13,95.577,42.597,500.0,327.4,45,99,12,95.577,42.558,500.0,322.2,43,98,14,95.577,42.577,500.0,327.9,46,99,13,2026-09-11T10:48:59,11.404296875,1043.12,1239.42,196.3,,1789094939.0295393
7.3,3.07,1.27,95.577,45.089,500.0,327.8,46,99,15,95.577,50.175,500.0,330.1,45,99,14,95.577,50.175,500.0,327.5,44,99,13,95.577,50.155,500.0,329.2,47,98,14,2026-09-11T10:49:09,10.88037109375,1043.08,1239.42,196.34,,1789094949.0296128
