global_step,wall_iso,restart_epoch,policy_loss,learning_rate,grad_norm,entropy,kl,clip_fraction,clip_fraction_low,clip_fraction_high,reward_mean,reward_std,reward_max,reward_min,advantage_mean,advantage_std,advantage_min,advantage_max,n_prompts,rollout_n,n_groups,all_correct_groups,all_wrong_groups,mixed_groups,zero_std_groups,all_correct_group_ratio,all_wrong_group_ratio,mixed_group_ratio,zero_std_group_ratio,effective_signal_groups,effective_signal_fraction,group_reward_std_mean,verifier_correct,verifier_incorrect,verifier_parse_failure,verifier_exception,verifier_truncated,response_length_mean,response_length_median,response_length_p95,response_length_max,truncation_rate,eos_rate,total_num_tokens,tokens_per_second,t_rollout,t_old_logprob,t_ref_logprob,t_adv,t_reward,t_actor_update,t_weight_sync,t_checkpoint,t_step,pct_rollout,pct_reward,pct_logprob,pct_actor_update,pct_weight_sync,pct_other,rollout_policy_step,consumer_update_step,policy_staleness_steps,peak_vram_gpu0,peak_vram_gpu1,peak_vram_gpu2,peak_vram_gpu3
1,2026-09-10T13:27:26,0,0.026233192533254623,1e-06,0.2546851336956024,0.3430328965187073,0.0,0.0,0.0,0.0,-0.1875,,1.0,-1.0,-0.02623319998383522,,-1.4999985694885254,1.4999985694885254,,,,,,,,,,,,,,,,,,,,1532.21875,,,3509.0,0.03125,,53599.0,206.80069452684975,18.327437672764063,4.222979698330164,21.105912532657385,0.0666113868355751,,8.296261128038168,4.0461994633078575,,64.79547871276736,28.29,0.0,39.09,12.8,6.24,13.58,1,1,0,86.362,91.585,91.587,91.587
2,2026-09-10T13:27:26,0,0.028385618701577187,1e-06,0.21226321160793304,0.3417085111141205,0.0,0.0,0.0,0.0,-0.375,,1.0,-1.0,-0.02838565967977047,,-1.4999985694885254,1.4999985694885254,,,,,,,,,,,,,,,,,,,,2040.71875,,,4096.0,0.09375,,69975.0,418.0811704705944,22.32572179660201,3.2190305963158607,2.7047223523259163,0.0653657428920269,,9.541431821882725,3.967021569609642,,41.84295116737485,53.36,0.0,14.16,22.8,9.48,0.2,1,2,1,86.362,91.585,91.587,91.587
